brand,price,start_time,start_day,end_day,end_time,trip_time,take_place,destination,crawl_date,checked_baggage,hand_luggage
Vietnam Airlines,957.941 VND/khách,05:45,27 thg 4,27 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",13-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.171.827 VND/khách,08:55,27 thg 4,27 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",13-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
VietJet Air,1.307.430 VND/khách,15:35,27 thg 4,27 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",13-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,1.359.360 VND/khách,10:15,27 thg 4,27 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",13-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,978.021 VND/khách,20:10,27 thg 4,27 thg 4,21:05,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",14-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,978.021 VND/khách,21:10,27 thg 4,27 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",14-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.161.837 VND/khách,05:45,27 thg 4,27 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",14-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.161.837 VND/khách,08:55,27 thg 4,27 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",14-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
VietJet Air,1.278.795 VND/khách,15:35,27 thg 4,27 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",14-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,982.017 VND/khách,20:10,27 thg 4,27 thg 4,21:05,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",15-04-2025,,
Vietnam Airlines,982.017 VND/khách,21:10,27 thg 4,27 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",15-04-2025,,
Vietnam Airlines,1.163.835 VND/khách,05:45,27 thg 4,27 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",15-04-2025,,
Vietnam Airlines,1.163.835 VND/khách,08:55,27 thg 4,27 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",15-04-2025,,
VietJet Air,1.286.775 VND/khách,15:35,27 thg 4,27 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",15-04-2025,,
Vietnam Airlines,971.250 VND/khách,20:10,27 thg 4,27 thg 4,21:05,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",16-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,971.250 VND/khách,21:10,27 thg 4,27 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",16-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.152.900 VND/khách,05:45,27 thg 4,27 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",16-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.152.900 VND/khách,08:55,27 thg 4,27 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",16-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
VietJet Air,1.327.929 VND/khách,15:35,27 thg 4,27 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",16-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,984.015 VND/khách,20:10,27 thg 4,27 thg 4,21:05,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",17-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,984.015 VND/khách,21:10,27 thg 4,27 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",17-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.141.027 VND/khách,05:45,27 thg 4,27 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",17-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.141.027 VND/khách,08:55,27 thg 4,27 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",17-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
VietJet Air,1.284.780 VND/khách,15:35,27 thg 4,27 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",17-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,1.280.718 VND/khách,05:45,27 thg 4,27 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Đà Lạt (DLI)
Sân bay Liên Khương",23-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
VietJet Air,1.316.700 VND/khách,15:35,27 thg 4,27 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",23-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,1.486.512 VND/khách,08:55,27 thg 4,27 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",23-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.523.475 VND/khách,20:10,27 thg 4,27 thg 4,21:05,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Đà Lạt (DLI)
Sân bay Liên Khương",23-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.710.288 VND/khách,10:30,27 thg 4,27 thg 4,11:25,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Đà Lạt (DLI)
Sân bay Liên Khương",23-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.295.154 VND/khách,12:05,27 thg 4,27 thg 4,13:00,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",24-04-2025,,
VietJet Air,1.318.695 VND/khách,15:35,27 thg 4,27 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",24-04-2025,,
Vietnam Airlines,1.364.877 VND/khách,05:45,27 thg 4,27 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Lạt (DLI)
Sân bay Liên Khương",24-04-2025,,
Vietnam Airlines,1.652.346 VND/khách,20:10,27 thg 4,27 thg 4,21:05,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Lạt (DLI)
Sân bay Liên Khương",24-04-2025,,
Vietnam Airlines,1.854.144 VND/khách,10:30,27 thg 4,27 thg 4,11:25,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Lạt (DLI)
Sân bay Liên Khương",24-04-2025,,
VietJet Air,1.316.700 VND/khách,15:35,27 thg 4,27 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",25-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,1.393.605 VND/khách,05:45,27 thg 4,27 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Lạt (DLI)
Sân bay Liên Khương",25-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.505.493 VND/khách,12:05,27 thg 4,27 thg 4,13:00,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",25-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.710.288 VND/khách,20:10,27 thg 4,27 thg 4,21:05,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Lạt (DLI)
Sân bay Liên Khương",25-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.979.019 VND/khách,10:30,27 thg 4,27 thg 4,11:25,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Lạt (DLI)
Sân bay Liên Khương",25-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
VietJet Air,822.711 VND/khách,15:35,28 thg 4,28 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",08-04-2025,,
Vietnam Airlines,922.704 VND/khách,05:45,28 thg 4,28 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",08-04-2025,,
Vietnam Airlines,922.704 VND/khách,08:55,28 thg 4,28 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",08-04-2025,,
Vietnam Airlines,1.135.794 VND/khách,21:10,28 thg 4,28 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",08-04-2025,,
Vietnam Airlines,1.255.743 VND/khách,10:15,28 thg 4,28 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",08-04-2025,,
Vietnam Airlines,938.061 VND/khách,05:45,28 thg 4,28 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",09-04-2025,,
Vietnam Airlines,938.061 VND/khách,08:55,28 thg 4,28 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",09-04-2025,,
VietJet Air,1.044.750 VND/khách,15:35,28 thg 4,28 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",09-04-2025,,
Vietnam Airlines,1.133.865 VND/khách,21:10,28 thg 4,28 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",09-04-2025,,
Vietnam Airlines,1.381.617 VND/khách,10:15,28 thg 4,28 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",09-04-2025,,
Vietnam Airlines,938.061 VND/khách,08:55,28 thg 4,28 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",10-04-2025,,
Vietnam Airlines,948.051 VND/khách,05:45,28 thg 4,28 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",10-04-2025,,
VietJet Air,1.142.260 VND/khách,15:35,28 thg 4,28 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",10-04-2025,,
Vietnam Airlines,1.154.844 VND/khách,21:10,28 thg 4,28 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",10-04-2025,,
Vietnam Airlines,1.379.619 VND/khách,10:15,28 thg 4,28 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",10-04-2025,,
Vietnam Airlines,936.063 VND/khách,08:55,28 thg 4,28 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",11-04-2025,,
Vietnam Airlines,944.055 VND/khách,05:45,28 thg 4,28 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",11-04-2025,,
Vietnam Airlines,1.153.845 VND/khách,21:10,28 thg 4,28 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",11-04-2025,,
VietJet Air,1.274.595 VND/khách,15:35,28 thg 4,28 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",11-04-2025,,
Vietnam Airlines,1.378.620 VND/khách,10:15,28 thg 4,28 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",11-04-2025,,
Vietnam Airlines,957.941 VND/khách,05:45,28 thg 4,28 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",12-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,957.941 VND/khách,08:55,28 thg 4,28 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",12-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.155.843 VND/khách,21:10,28 thg 4,28 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",12-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
VietJet Air,1.283.000 VND/khách,15:35,28 thg 4,28 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",12-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,1.396.602 VND/khách,10:15,28 thg 4,28 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",12-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,940.059 VND/khách,08:55,28 thg 4,28 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",13-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,951.048 VND/khách,05:45,28 thg 4,28 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",13-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.156.842 VND/khách,21:10,28 thg 4,28 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",13-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
VietJet Air,1.308.425 VND/khách,15:35,28 thg 4,28 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",13-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,1.411.137 VND/khách,10:15,28 thg 4,28 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",13-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,947.052 VND/khách,05:45,28 thg 4,28 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",14-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.160.838 VND/khách,08:55,28 thg 4,28 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",14-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.164.834 VND/khách,21:10,28 thg 4,28 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",14-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
VietJet Air,1.281.788 VND/khách,15:35,28 thg 4,28 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",14-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,982.017 VND/khách,05:45,28 thg 4,28 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",15-04-2025,,
Vietnam Airlines,1.159.839 VND/khách,21:10,28 thg 4,28 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",15-04-2025,,
Vietnam Airlines,1.163.835 VND/khách,08:55,28 thg 4,28 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",15-04-2025,,
VietJet Air,1.284.780 VND/khách,15:35,28 thg 4,28 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",15-04-2025,,
Vietnam Airlines,971.250 VND/khách,05:45,28 thg 4,28 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",16-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.152.900 VND/khách,08:55,28 thg 4,28 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",16-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.266.300 VND/khách,21:10,28 thg 4,28 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",16-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
VietJet Air,1.327.929 VND/khách,15:35,28 thg 4,28 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",16-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,983.016 VND/khách,05:45,28 thg 4,28 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",17-04-2025,Hành lý 0 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.141.027 VND/khách,08:55,28 thg 4,28 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",17-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
VietJet Air,1.284.780 VND/khách,15:35,28 thg 4,28 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",17-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,1.365.492 VND/khách,21:10,28 thg 4,28 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",17-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.164.834 VND/khách,05:45,28 thg 4,28 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Đà Lạt (DLI)
Sân bay Liên Khương",23-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.265.733 VND/khách,21:10,28 thg 4,28 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Đà Lạt (DLI)
Sân bay Liên Khương",23-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
VietJet Air,1.326.675 VND/khách,15:35,28 thg 4,28 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",23-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,1.476.756 VND/khách,08:55,28 thg 4,28 thg 4,09:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",23-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.930.068 VND/khách,10:15,28 thg 4,28 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Đà Lạt (DLI)
Sân bay Liên Khương",23-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,1.152.846 VND/khách,05:45,28 thg 4,28 thg 4,06:40,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Đà Lạt (DLI)
Sân bay Liên Khương",24-04-2025,,
Vietnam Airlines,1.249.749 VND/khách,12:05,28 thg 4,28 thg 4,13:00,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",24-04-2025,,
Vietnam Airlines,1.364.877 VND/khách,21:10,28 thg 4,28 thg 4,22:10,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Đà Lạt (DLI)
Sân bay Liên Khương",24-04-2025,,
VietJet Air,1.441.388 VND/khách,15:35,28 thg 4,28 thg 4,16:30,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",24-04-2025,,
Vietnam Airlines,1.897.279 VND/khách,10:15,28 thg 4,28 thg 4,11:10,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Đà Lạt (DLI)
Sân bay Liên Khương",24-04-2025,,
VietJet Air,2.391.033 VND/khách,05:30,28 thg 4,28 thg 4,06:50,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",25-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
VietJet Air,2.391.033 VND/khách,05:00,28 thg 4,28 thg 4,06:20,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",25-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
VietJet Air,2.505.745 VND/khách,06:50,28 thg 4,28 thg 4,08:10,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",25-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
VietJet Air,3.964.090 VND/khách,07:30,28 thg 4,28 thg 4,09:40,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",25-04-2025,Hành lý 0 kg,Hành lý xách tay 7 kg
Vietnam Airlines,4.680.470 VND/khách,08:00,28 thg 4,28 thg 4,10:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",25-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,5.084.532 VND/khách,07:00,28 thg 4,28 thg 4,09:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",25-04-2025,Hành lý 23 kg,Hành lý xách tay 1 x 12 kg
Vietnam Airlines,5.682.830 VND/khách,06:00,28 thg 4,28 thg 4,08:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",25-04-2025,Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg
VietJet Air,1.707.420 VND/khách,09:55,29 thg 4,29 thg 4,10:50,55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Lạt (DLI)
Sân bay Liên Khương",09-04-2025,,
